Label,node2,node3,node4,node5,node6,Area Wear
1,11.81250253,12.12772637,8.452941176,8.223201656,5.850464534,1.18692679
1,10.52873001,9.639289882,7.631136125,7.860298706,8.02720663,1.187896346
1,10.39606421,9.387746858,7.763902077,7.215601713,6.230553129,1.18886512
1,11.91337707,9.704208121,8.270039188,5.316608764,8.066218784,1.189833114
1,12.86761147,8.006311474,11.14176125,4.262492244,7.848934664,1.190800327
1,6.809647831,4.10425907,2.489484066,2.165728496,4.18881906,1.191766761
1,18.07524785,9.410375624,6.926247625,5.553442833,5.88641815,1.192732415
1,9.415753771,7.88930338,7.454522248,2.349611594,4.477757797,1.19369729
1,9.660947931,6.338731831,6.835123608,2.788687215,5.661565976,1.194661387
1,9.555857294,4.920521205,7.00941009,4.066058101,5.883529681,1.195624706
1,10.20096345,4.718884606,6.333557578,4.612160148,5.64485755,1.196587247
1,10.24620971,5.255523435,4.124071442,4.296155195,5.008334716,1.197549012
1,8.280343152,5.54222151,5.500687318,3.398093346,5.864750083,1.19851
1,9.606424133,12.04502024,6.692496068,6.728024795,6.363420422,1.199470212
1,11.99932929,8.705711941,5.766635897,7.188338422,7.645793548,1.200429649
1,8.544471465,8.732970942,10.14629095,4.78157132,7.688442647,1.20138831
1,8.593631359,7.91103921,10.62018043,3.929091603,7.097444753,1.202346197
1,9.561456968,11.29957017,9.706641888,4.279352344,5.967870832,1.20330331
1,10.24487322,7.834597695,9.140279703,7.022172915,6.566980712,1.204259649
1,10.31128252,7.608471978,6.502860013,9.688199382,6.33530814,1.205215215
1,10.62512684,9.150453617,5.278026348,9.371493192,5.984850956,1.206170009
1,8.417026021,10.20237827,7.631650162,6.34181608,6.488731036,1.20712403
1,11.01635427,9.20439094,10.83657672,3.662134951,6.074281037,1.20807728
1,12.79965419,11.4701637,10.79855092,3.344657061,6.37167407,1.209029758
1,12.12739912,9.794786159,7.940272558,4.724841807,5.819436465,1.209981466
1,13.92083719,9.263532727,7.801783178,6.672627754,5.589197305,1.210932404
1,10.797376,7.406830195,7.902954286,7.508626056,6.587871242,1.211882572
1,11.8666124,8.606719028,7.242310396,6.006896694,6.205684274,1.21283197
1,14.09985305,9.912421687,9.593707148,3.33394635,6.454903167,1.2137806
1,9.391466787,7.140756449,5.602031001,2.804442541,4.348443275,1.214728461
1,16.2876215,10.52476729,5.507736432,8.254734563,8.217838768,1.215675555
1,14.55201867,6.867696773,7.347024816,4.590177571,9.590453925,1.216621881
1,14.0081277,6.951398636,9.645902751,2.137887519,8.099411191,1.21756744
1,16.70149739,5.634755413,9.112406275,1.765902094,8.450073554,1.218512233
1,14.06809424,4.159427973,7.717060272,4.126660139,8.961296105,1.21945626
1,13.87617263,4.635272672,3.666046459,4.102720153,4.44329712,1.220399521
1,12.96751318,10.32646758,11.7537686,5.136367474,9.637241062,1.221342018
1,21.85596929,12.56798646,6.813139483,7.324200692,9.186106735,1.22228375
1,17.78904625,14.47491495,5.673924822,8.057378313,8.603715523,1.223224718
1,19.41072476,9.667277144,8.660307403,5.777397201,8.953134373,1.224164923
1,21.35285436,10.45970019,11.11998248,4.408561009,8.836094026,1.225104364
1,17.04490011,9.155906551,10.25651129,4.643746896,6.781012818,1.226043043
1,19.98434945,10.5732704,10.45693185,6.289771021,7.557663065,1.22698096
1,16.74789704,12.1798389,8.042009669,8.688155622,6.264881486,1.227918115
1,17.17229212,8.538631103,7.027245131,10.38362244,6.317241043,1.228854509
1,13.86637812,12.85867707,7.283491824,9.375876182,7.065370548,1.229790143
1,13.80786543,10.5604851,9.983026731,7.252450974,6.42032696,1.230725016
1,13.29946938,12.22892156,11.57168784,6.678102081,6.565052951,1.23165913
1,14.72169766,9.561925567,9.832883399,7.257733474,5.610915461,1.232592484
1,12.55960834,8.946637188,8.978393106,8.553981794,5.700271111,1.23352508
1,11.05032126,8.257307613,8.548336584,8.980920507,6.495880465,1.234456918
1,10.45935286,7.335366889,8.189429951,7.846085381,6.673838138,1.235387998
1,5.408397961,6.722494708,3.86490941,3.125824771,3.417632349,1.23631832
1,13.89978311,11.93486809,6.915756161,6.494223694,5.099382374,1.237247886
1,8.409069655,6.238996676,4.841959112,6.41488048,4.948775107,1.238176695
1,7.029278976,5.448602571,5.946014926,5.663712898,5.055046438,1.239104749
1,6.604655732,3.932312814,6.335980224,3.928727366,4.080811344,1.240032047
1,5.150052967,4.607450765,5.172152805,3.750109449,6.597263957,1.24095859
1,9.398888393,5.542040167,9.787642226,4.403168652,9.096105417,1.241884379
1,13.18792243,11.8128096,9.728597254,2.705927588,7.130496922,1.242809414
1,14.26067732,9.945513756,10.48472759,3.484000769,5.545035177,1.243733695
1,14.70850288,12.75240363,9.462839897,5.091744835,5.28839285,1.244657224
1,15.28681326,10.78266195,5.956678777,7.171147157,6.585853836,1.24558
1,10.73097781,11.72803355,5.835710427,6.76014385,7.468681613,1.246502024
1,12.71030178,11.08561207,9.173956098,5.142801682,8.240129165,1.247423297
1,10.69715009,9.153363392,10.95663235,3.987618077,6.852497376,1.248343818
1,13.31251535,12.26219013,11.38904719,3.733733342,5.925725887,1.249263589
1,13.98662408,11.17068644,9.443330742,5.904337034,7.032793353,1.25018261
1,12.69007016,13.25326913,7.192899393,8.597399604,7.100721664,1.251100881
1,15.4020436,12.13044913,5.09281794,9.489436172,6.807744743,1.252018403
1,11.40666995,15.40455609,6.681684667,7.007110826,8.0109984,1.252935177
1,12.85955652,9.911443975,10.98616759,3.908508591,7.041328923,1.253851202
1,7.928918383,8.242262197,6.702409261,3.074565629,6.173786095,1.25476648
1,10.33439101,8.74723298,4.461969253,10.04164707,5.616965075,1.25568101
1,8.760519971,8.222524523,8.480226298,11.05011095,5.680850597,1.256594794
1,8.899864037,6.928338758,10.89797785,6.581338627,5.571493142,1.257507832
1,7.10838753,8.668079957,5.702911608,4.757972027,5.432054353,1.258420124
1,6.798113422,10.56142943,8.808926533,3.994053108,9.972893039,1.25933167
1,10.61544291,11.2936658,11.74777683,5.106082623,8.834835973,1.260242472
1,12.72699245,11.67578063,9.973348692,5.326601061,8.60086607,1.261152529
1,14.58211489,10.4043472,6.701368884,6.058822401,9.469317281,1.262061843
1,13.54603579,8.919264682,7.315313523,6.248231243,10.7794579,1.262970413
1,12.56669514,9.7456269,11.0623289,4.436231978,11.24655109,1.26387824
1,13.9016766,9.080009387,10.85793402,3.069540202,9.499451178,1.264785325
1,10.960448,13.37458159,10.64548701,2.982912919,9.42324667,1.265691668
1,16.341644,10.12857416,10.4297803,4.514775812,9.129018612,1.266597269
1,12.9220598,13.09241512,8.197105456,6.588479349,8.698821094,1.26750213
1,13.40301672,11.37776171,5.13278927,7.649137558,8.697735001,1.26840625
1,11.12681924,10.29718397,7.85192573,6.639394692,9.396835753,1.26930963
1,11.5890103,8.400694936,10.67904821,5.190911513,9.13182441,1.270212271
1,12.45277706,10.34459763,10.9499683,4.821965373,7.953820156,1.271114172
1,7.611733998,6.789911669,5.378187585,2.826364196,5.099167182,1.272015335
1,13.61032544,9.148722479,6.181942089,6.841104955,6.075729015,1.27291576
1,8.78165538,8.421825071,9.762585286,7.486172653,8.121757484,1.273815447
1,12.07775633,10.32576953,12.95520759,4.389400335,6.474831463,1.274714397
1,13.4281218,10.06615197,11.66976499,4.498699992,5.972061408,1.275612611
1,12.00745083,12.39937512,9.647125952,6.680844307,6.058728888,1.276510088
1,13.40070064,7.674998288,10.0191313,8.54683988,6.478268767,1.27740683
1,12.93525642,9.494013703,8.865443395,7.700352894,7.443097636,1.278302836
1,13.1250212,9.590476592,9.043880129,5.971921458,6.958612541,1.279198108
1,15.3337068,10.4755976,11.35876991,4.204176774,6.731186411,1.280092646
1,16.95285702,10.84159163,13.47498541,4.847094139,6.25377047,1.28098645
1,12.76915391,11.28999676,9.809858162,6.475143132,7.469523001,1.28187952
1,15.53477637,9.557479423,7.339255421,7.440728466,8.841058392,1.282771858
1,14.5949495,8.5956867,10.12230335,6.927797332,9.439593622,1.283663463
1,11.9753762,8.961299411,10.465144,5.823627744,8.065100975,1.284554337
1,9.028483066,5.58307089,5.486404149,3.98384506,4.065503576,1.285444479
1,17.89603262,7.172105462,8.560650967,7.00671595,13.64065285,1.28633389
1,8.470204861,5.614922689,4.63069236,5.176942193,4.147411516,1.287222571
1,9.154254229,7.072359781,9.407616368,7.124991201,9.90901048,1.288110522
1,7.479597149,9.177244829,7.175437905,7.034600224,8.166976391,1.288997743
1,7.669472427,5.638254706,9.516616011,5.880709885,8.505582647,1.289884236
1,7.037069029,6.481781357,10.92925586,5.18843868,8.106494412,1.29077
1,8.444599412,6.025427595,9.91408407,5.917353425,7.231359769,1.291655036
1,8.763859716,8.903907197,9.487182848,7.835031928,6.576861737,1.292539345
1,7.159383205,7.303405126,6.743630803,9.948150608,5.873238375,1.293422926
1,8.387852417,7.706882044,6.488689562,9.612169004,5.690311687,1.294305781
1,6.674105361,5.982379625,7.21775131,7.587080682,5.929630324,1.29518791
1,5.698207205,7.240540514,10.33453473,6.372108408,6.799124624,1.296069313
1,7.035737587,7.234685774,10.07367762,6.652362005,6.957044415,1.296949991
1,8.057794915,6.910103473,9.191538914,7.969754249,6.160430923,1.297829945
1,12.96103746,8.216602488,6.761405645,5.072355899,10.4957947,1.298709174
1,14.75147021,10.88164164,9.415718628,3.983801752,8.717007401,1.29958768
1,17.10380164,13.40267634,9.456486825,2.460353914,6.708575841,1.300465462
1,17.68307457,13.511914,10.120361,3.853005928,6.405354669,1.301342522
1,20.95597923,14.41091618,7.886808423,6.547274888,5.764972015,1.30221886
1,21.92901468,16.16558567,5.193854617,7.727253052,6.846184849,1.303094476
1,19.25086061,11.722451,7.510496732,6.630469193,9.243099993,1.30396937
1,20.35145799,11.0486921,10.41388728,4.478411194,8.262332621,1.304843544
1,18.40745792,11.45582154,11.50990543,3.517540204,6.864787608,1.305716997
1,18.61866201,12.93566141,10.82809722,4.369442054,5.872235407,1.306589731
1,17.6283727,12.73060379,9.302370085,8.014122319,6.518850247,1.307461745
1,20.11853697,10.56822004,6.805860054,10.90848322,6.987302104,1.30833304
1,19.21834248,11.43727876,5.805168247,10.40312439,6.790070496,1.309203617
1,17.37239976,10.79248536,9.389823055,6.44637234,7.345917434,1.310073476
1,20.01139044,13.53368091,13.50187233,3.433654277,7.100375619,1.310942617
1,19.95806479,13.23258793,10.35475341,3.402486535,6.324396233,1.311811042
1,20.07426899,12.53681647,9.295505217,5.388643441,6.392774522,1.31267875
1,16.76651655,10.62999292,9.372501691,6.435292689,5.627545429,1.313545742
1,11.07919679,6.973250796,6.055907669,5.20706329,5.229049151,1.314412019
1,11.76338292,8.729521119,6.095601775,9.034372079,5.102135138,1.31527758
1,9.344145299,6.77127646,11.29575371,8.587061192,4.902041159,1.316142427
1,10.21682078,5.532443568,11.07595789,5.593719913,5.994042863,1.31700656
1,11.13467281,6.357835616,7.94882151,6.515209468,6.772153588,1.317869979
1,11.77645354,6.568825436,5.502191525,7.500926277,7.659364377,1.318732685
1,11.36355765,6.036526467,5.992694641,6.109829888,8.233193934,1.319594679
1,8.345638399,5.313086201,8.686404672,4.027829301,7.697245056,1.32045596
1,8.966574916,4.544560468,4.405338318,4.484734601,4.480506894,1.32131653
1,11.63213979,6.552045913,11.76143992,3.74949608,11.26711264,1.322176388
1,12.37405193,10.55639109,11.59636622,2.439222253,10.27869171,1.323035536
1,16.95689786,10.42206866,11.9293956,4.130378197,9.650634659,1.323893974
1,17.172454,10.80723225,7.978396071,5.692369459,9.421871477,1.324751702
1,13.92613345,10.59580198,5.657714075,7.35579545,8.988084538,1.32560872
1,15.22661203,10.11771712,7.682380966,6.826668915,10.14654307,1.32646503
1,16.91870249,9.426925014,11.72829557,5.288615122,10.21026478,1.327320631
1,18.30972567,10.48717908,13.83606247,4.872790921,8.644688912,1.328175525
1,17.5989817,9.656010009,11.26879033,6.103960127,7.455134196,1.329029711
1,17.90000476,9.668184994,10.49003725,8.96309261,7.027340113,1.32988319
1,18.2498736,8.678630816,7.439406149,11.08057137,6.509067147,1.330735963
1,15.3022151,9.634030569,6.042627682,11.1240602,6.476187918,1.33158803
1,12.93542759,9.264694207,8.970905966,7.677440494,7.442981437,1.332439391
1,15.93984305,10.56911513,13.0138521,6.415339027,7.477110994,1.333290048
1,17.45760709,10.89744817,13.27437929,7.13433929,6.628472931,1.33414
1,18.2211467,11.74918233,9.79864927,8.562790408,6.594834655,1.334989248
1,18.95263677,9.554322,10.30506532,9.344971596,6.816683508,1.335837793
1,15.15521549,9.596169897,7.736576706,7.663785929,6.676156239,1.336685634
1,12.94386164,4.807885356,5.818663037,4.784985248,3.32949612,1.337532773
1,15.10661885,7.749700232,8.173000542,6.404303856,5.665654723,1.33837921
1,9.922514293,5.240634926,5.942915568,6.84703077,5.522142371,1.339224945
1,8.55965736,6.389276194,7.077647142,5.455626711,5.860651282,1.340069979
1,9.070485043,7.020624113,8.996164827,4.405324793,5.558891042,1.340914313
1,10.50499518,8.273384854,9.193144715,2.809036051,5.258697454,1.341757946
1,9.781300638,7.315934876,4.871848933,3.643004038,4.207641134,1.34260088
1,10.39978806,6.456305811,9.089942473,4.076019685,8.576395198,1.343443114
1,15.46182407,10.26281077,12.3473122,3.425157492,7.167591398,1.34428465
1,16.27667668,10.44823287,11.55816384,5.414720169,6.18643522,1.345125488
1,18.04665057,12.54035112,9.347005769,7.761293742,6.061686016,1.345965628
1,17.95693271,13.0674371,7.068258966,8.172321546,7.303395209,1.34680507
1,16.77528845,12.37256553,9.350788188,8.36031815,9.089979535,1.347643816
1,14.31839225,11.67990186,11.69573843,6.26261013,8.668015981,1.348481865
1,18.66442472,13.85024807,13.01285289,5.72893752,6.454569831,1.349319219
1,14.335688,17.22708195,12.05906124,6.00667723,6.037952438,1.350155877
1,19.53299349,11.46270248,10.75020771,9.322138895,6.091056632,1.35099184
1,18.00921992,13.67700389,7.38048533,11.60543018,6.303552202,1.351827109
1,18.73783223,13.53037941,7.283357998,10.56501326,6.601443683,1.352661684
1,13.18054153,14.71446968,11.91134727,7.752697725,7.169877468,1.353495565
1,18.46509902,11.6315337,14.45612182,6.050675009,7.049861894,1.354328754
1,17.80565531,18.06996051,12.97684934,6.556831569,6.440614122,1.35516125
1,19.49533856,16.69299067,11.70141942,7.961312544,6.813200752,1.355993054
1,14.59708117,15.72482284,12.20123342,11.19645979,7.658252703,1.356824167
1,16.13584585,11.62234432,11.73799235,10.25042623,7.023417371,1.357654588
1,9.32309977,6.272201111,8.623203502,9.287184778,6.998220958,1.358484319
1,8.649857193,5.54989687,6.573951569,9.119414751,8.083721407,1.35931336
1,6.12551644,7.55278486,7.965755514,6.991754537,8.020036359,1.360141711
1,8.05861131,7.056732927,9.213114711,5.363371222,7.480928037,1.360969373
1,8.912326122,10.8337075,7.409043861,4.739290764,6.926429721,1.361796347
1,10.00323497,12.00767793,11.14313151,5.335092389,11.47282569,1.362622632
1,15.93755784,11.69155133,12.00669456,3.917066262,9.991728949,1.36344823
1,14.50970625,14.98597324,11.42443855,4.143433772,9.784360062,1.36427314
1,17.51464658,9.730342108,9.541777997,6.005096086,9.644796545,1.365097364
1,12.65242443,13.4596474,5.861645366,7.379440359,9.237165853,1.365920902
1,12.31125727,9.385065317,6.076221031,7.729746829,9.832931818,1.366743754
1,10.98619384,9.224613519,9.054465568,5.803360148,9.548932833,1.36756592
1,12.67696725,8.354397586,12.36820042,4.311830334,8.959221228,1.368387402
1,12.25004795,14.65102508,10.92796922,5.073098337,7.018594684,1.369208199
1,17.79483769,13.85007621,10.32302023,7.698268872,7.514263,1.370028313
1,15.72983303,12.89125065,8.086891167,10.307368,7.475171968,1.370847743
1,14.23164098,11.87944749,5.864043238,10.33681337,6.134548037,1.37166649
1,12.62310641,11.01088785,7.810828686,8.847622845,7.42369716,1.372484555
1,10.42516831,9.865039689,10.21306207,7.052701372,7.627771964,1.373301938
1,13.34683883,9.171723073,11.98132361,7.109100272,6.641073153,1.374118639
1,11.78177143,7.923115204,8.416109228,5.782039415,5.179508362,1.37493466
1,9.912553482,7.652876223,6.734686322,6.348093503,4.283462982,1.37575
1,11.24871418,7.997469137,9.215692481,6.090281977,4.532662995,1.37656466
1,8.931490809,6.390652709,9.422147509,5.27953611,4.665992145,1.377378641
1,8.149517826,4.570500016,5.08540199,4.138165524,3.829939301,1.378191942
1,7.898992651,5.917708473,8.879781683,3.60179804,9.395495187,1.379004565
1,15.48317665,13.46576477,7.351655981,5.352627708,9.28106547,1.37981651
1,12.73337718,7.816200885,8.229095507,5.729441816,10.01284299,1.380627777
1,13.85213526,6.509532432,9.262464006,4.968834041,9.280257553,1.381438367
1,11.8612004,8.449456938,10.04208423,3.366813608,7.915241943,1.382248281
1,13.19176111,11.5526535,9.794697877,2.597083445,7.313638115,1.383057518
1,15.24762748,9.120728052,10.55549126,3.356593281,6.315414709,1.38386608
1,16.46744637,11.54809051,7.879323585,5.584494561,5.644806768,1.384673966
1,12.00413639,12.12418654,6.030966029,7.358906229,6.551770079,1.385481178
1,11.65863597,8.961625356,6.893451033,6.359935865,7.790110039,1.386287716
1,12.01659798,7.824239586,9.779307973,4.842378877,8.018105684,1.38709358
1,10.9922462,9.053642469,11.91180306,3.373803916,6.822243671,1.38789877
1,12.50657994,11.22390419,11.35728958,4.277889552,5.914064181,1.388703288
1,16.16294342,10.30087466,10.56457692,7.173793478,6.326004601,1.389507133
1,13.72312755,9.592450707,6.637382401,9.674204599,6.163397777,1.390310307
1,8.817696692,4.645060724,4.639313391,5.185141488,4.668526162,1.391112809
1,12.99865583,9.798732586,9.995718463,10.63491541,4.914725874,1.39191464
1,6.54322648,4.695604471,3.843231467,5.389526281,3.875290856,1.392715801
1,10.55620764,6.698671827,10.93319685,9.167953607,8.48737163,1.393516292
1,12.72143574,9.033683052,9.430941666,9.852846786,7.320193592,1.394316113
1,13.12035055,8.02467734,9.11900878,7.409557994,8.444974573,1.395115266
1,11.91056828,9.818169622,11.7497486,5.238072002,8.341828313,1.39591375
1,12.44141775,9.762354999,12.12238432,5.537992042,7.914013854,1.396711566
1,14.90023005,13.17035086,9.884147783,6.31381694,9.460410657,1.397508715
1,13.53942956,11.05551006,7.652360088,7.275634128,10.21035566,1.398305196
1,14.79768706,9.079720082,8.762173258,6.761811393,10.10329805,1.399101011
1,12.88587292,7.427313111,11.57556056,5.089727184,9.805654648,1.39989616
1,12.61412627,8.462188938,11.37939705,3.179075644,9.79049899,1.400690643
1,12.6271585,10.11693816,12.19640389,3.344858157,9.668215616,1.401484461
1,13.93248541,10.43809901,10.20558467,4.97792168,9.094394571,1.402277615
1,14.24136114,12.94863362,6.301821089,7.892832179,8.987082178,1.403070104
1,12.15801718,10.20754865,5.701292145,8.349166025,9.613579482,1.40386193
1,15.04431022,12.64348322,9.463581921,5.657072126,6.217492835,1.404653092
1,11.26997141,6.151356695,6.09985159,5.160920523,5.014213058,1.405443592
1,7.573316856,6.239950064,7.026223483,4.55979071,4.135128777,1.40623343
1,11.40788804,8.40499456,10.20022567,7.869674657,7.551024826,1.407022606
1,15.73760702,10.18193926,6.238057133,11.00754019,6.071161465,1.40781112
1,12.43356875,11.08407246,7.043772744,10.29246881,6.455451342,1.408598974
1,11.55909891,8.35151913,13.09560633,6.554275073,6.330975522,1.409386167
1,11.70335705,12.39791272,12.43926713,4.537188444,6.323418686,1.410172701
1,16.92432163,12.40776643,11.1110847,4.769694491,6.050650492,1.410958575
1,14.25835474,10.36712879,9.720990916,6.909186187,5.95219249,1.41174379
1,14.42109162,8.401527505,9.94625737,8.838746896,6.136775463,1.412528347
1,11.77205366,9.066664594,9.028613404,8.479961116,6.880166051,1.413312246
1,11.86683113,10.03496672,9.415767824,6.130302476,7.422025483,1.414095487
1,13.17951272,8.743134027,12.91629719,4.158325374,6.34862246,1.414878072
1,14.4308685,11.91279932,13.74629131,4.872141269,6.380966908,1.41566
1,13.40060786,11.78998659,9.781086005,6.151938981,7.701001535,1.416441272
1,4.759369567,5.609015538,4.064631186,3.795060192,3.545247404,1.417221889
1,11.66487865,9.061693891,11.07851092,6.777706177,9.369541746,1.41800185
1,6.685457572,5.807534042,6.752416844,4.458280582,6.376517906,1.418781157
1,6.854240556,10.06765865,10.03437,3.983372668,10.04569949,1.41955981
1,8.165469818,7.440930628,9.286408907,3.563154986,8.447367697,1.420337809
1,11.15825454,7.132089965,7.576315578,5.203834156,8.282996669,1.421115155
1,8.393175739,7.762018305,5.89502924,6.432335384,7.89297558,1.421891849
1,8.138699439,7.911375033,6.288769488,6.047954347,7.825574718,1.42266789
1,6.661436838,7.094271938,9.245349985,4.939102707,8.601339085,1.42344328
1,9.793843443,5.621132326,11.09907684,4.625773369,7.535286969,1.424218018
1,8.355870777,9.527270897,10.40591938,5.724288783,7.134163422,1.424992106
1,9.251987706,9.285717408,8.409276315,7.860186146,6.542190926,1.425765544
1,8.570532979,10.23045299,6.93238178,9.299913128,5.696540622,1.426538332
1,8.92336456,10.01636026,7.165829798,8.929420697,5.667639457,1.42731047
1,8.137905802,8.13599455,7.594560916,6.905236785,5.428814595,1.42808196
2,21.09878439,10.05597034,11.5516331,6.618151175,10.20550042,1.428852801
2,16.34766356,13.32401883,12.06996173,4.649207612,8.778351578,1.429622995
2,18.4194907,17.09981138,12.11332472,4.464039674,7.935418511,1.430392541
2,19.17959354,14.7288426,11.4737039,7.089622606,6.197165122,1.43116144
2,23.38500884,15.61337156,7.174249608,9.100100994,5.899650531,1.431929693
2,18.96822558,16.48096984,6.925044582,9.257732213,8.386345237,1.4326973
2,19.23696843,12.25818863,9.534371615,7.113440057,9.343293252,1.433464261
2,20.65061673,13.02682509,12.86579181,5.378971895,7.237249453,1.434230578
2,19.70939833,11.94387747,12.14417968,4.025876169,6.727968369,1.43499625
2,18.703642,17.05813912,13.41591349,5.48429101,6.48034647,1.435761278
2,21.02935548,14.75686228,9.477511701,8.84600633,6.891133254,1.436525663
2,16.48961909,14.50266543,4.98896604,10.27372169,7.581914913,1.437289404
2,22.52192202,16.38450136,6.7723003,9.101478737,7.214433559,1.438052503
2,17.82841069,17.41953295,11.68119211,4.46168315,8.421220491,1.43881496
2,17.92167816,13.36414359,13.19680298,3.689785708,7.327836607,1.439576775
2,16.8857819,15.06064851,10.12621544,3.888378438,5.49667187,1.440337949
2,6.816582857,7.029824559,4.430749216,8.069086136,4.020196074,1.441098483
2,14.75617365,10.67153298,10.68113328,13.08959794,5.647070409,1.441858376
2,11.40443792,6.360935584,11.90141225,6.337889249,5.303615929,1.44261763
2,10.63884451,10.26464006,12.12879482,5.894314349,6.470042036,1.443376244
2,15.11865938,6.852358905,10.61308086,8.112372972,7.817956476,1.44413422
2,11.81062036,7.436811479,6.786557148,9.10214373,8.367144289,1.444891558
2,11.14757523,7.056037984,6.465311819,7.905321935,8.356280172,1.445648258
2,11.08533766,7.631257653,4.789627129,4.653086206,5.77190438,1.44640432
2,9.860846894,6.999827136,7.747882399,5.61479674,8.972301935,1.447159746
2,16.13385337,10.67223014,14.17303222,6.046990487,9.965611225,1.447914535
2,18.72138394,12.89801035,14.25267124,3.550358702,10.55029355,1.448668689
2,18.78728573,15.52903827,14.8473238,4.060482468,9.739620426,1.449422207
2,23.02251522,13.61917928,12.36967518,7.319163468,8.371009527,1.45017509
2,22.12873289,15.47581354,8.087889581,10.67358674,8.336412991,1.450927339
2,17.78653059,16.36591294,6.407495202,9.290602951,8.332253027,1.451678954
2,17.48884318,11.52348719,10.37606918,7.759712226,8.89357486,1.452429935
2,15.87629883,9.766771347,14.5251247,5.579283562,8.076669405,1.453180284
2,15.40881278,13.27262009,13.75049032,5.482284891,7.127925755,1.45393
2,18.25289917,13.51834995,13.42191227,6.743749503,6.847012386,1.454679084
2,16.46840379,15.05358203,11.37816344,10.18272416,6.810674252,1.455427537
2,17.41330873,14.42527593,7.694427938,12.74864058,6.230504998,1.456175358
2,17.56886701,15.05668425,7.517164988,10.11321872,6.622201569,1.456922549
2,16.36933202,13.85595548,14.46904876,7.462818415,7.521806233,1.45766911
2,17.99634751,12.21175929,15.04318651,6.701435576,6.321260079,1.458415041
2,18.18081994,12.92786488,11.75232576,7.531462863,5.792672088,1.459160343
2,19.00511103,13.13150541,10.58346259,9.51354929,6.92036939,1.459905017
2,20.67769881,12.87746466,11.94803834,6.404980507,5.149471717,1.460649062
2,12.35770298,7.330181516,8.59213346,6.247903992,5.148046431,1.46139248
2,10.82616873,8.384674812,5.89866669,7.071621066,5.100279804,1.46213527
2,11.73570478,7.654763758,7.525036286,6.760713545,5.835445937,1.462877434
2,10.33147921,4.983613615,10.12415728,5.173142959,5.438638242,1.463618972
2,8.136736688,7.375429595,8.42844969,4.35067019,4.811509916,1.464359884
2,7.026320859,6.627117336,6.519276912,4.956970833,6.987661021,1.46510017
2,12.19998311,7.097217311,12.09722687,6.915813607,9.348278691,1.465839832
2,11.78141714,11.85716335,12.69069906,4.818494803,7.681847224,1.466578869
